ppltn_qty,urbn_ppltn_qty,sbrbn_ppltn_qty,farm_ppltn_qty,non_farm_qty,medn_hshld_incm_amt,medn_incm_per_prsn_amt,hous_val_amt,edctn_less_than_9_qty,edctn_9_12_qty,edctn_high_schl_qty,edctn_some_clg_qty,edctn_assoc_dgre_qty,edctn_bchlr_dgre_qty,edctn_prfsnl_qty,per_urbn,per_sbrbn,per_farm,per_non_farm,per_less_than_9,per_9_to_12,per_hsd,per_some_clg,per_assoc,per_bchlr,per_prfsnl,zipcode
19407.0,19407.0,0.0,0.0,0.0,41850.0,42549.0,477000.0,120.0,522.0,1462.0,3883.0,1287.0,7583.0,3688.0,100.0,0.0,0.0,0.0,0.0,2.0,7.0,20.0,6.0,39.0,19.0,98102
25067.0,25067.0,0.0,0.0,0.0,40693.0,24751.0,219400.0,2240.0,2511.0,3808.0,3782.0,1272.0,4030.0,2366.0,100.0,0.0,0.0,0.0,8.0,10.0,15.0,15.0,5.0,16.0,9.0,98144
47500.0,47500.0,0.0,0.0,0.0,57411.0,24314.0,177300.0,976.0,2764.0,7792.0,9989.0,3265.0,6623.0,2322.0,100.0,0.0,0.0,0.0,2.0,5.0,16.0,21.0,6.0,13.0,4.0,98023
37695.0,35624.0,0.0,15.0,2056.0,63680.0,26550.0,196900.0,616.0,2090.0,6529.0,7788.0,2244.0,6077.0,2058.0,94.0,0.0,0.0,5.0,1.0,5.0,17.0,20.0,5.0,16.0,5.0,98058
4981.0,0.0,0.0,102.0,4879.0,62076.0,26733.0,289700.0,81.0,454.0,823.0,892.0,202.0,749.0,272.0,0.0,0.0,2.0,97.0,1.0,9.0,16.0,17.0,4.0,15.0,5.0,98024
21830.0,12307.0,0.0,439.0,9084.0,54118.0,22553.0,184600.0,432.0,1702.0,5196.0,4490.0,1091.0,1924.0,723.0,56.0,0.0,2.0,41.0,1.0,7.0,23.0,20.0,4.0,8.0,3.0,98022
25593.0,25593.0,0.0,0.0,0.0,46321.0,21789.0,180100.0,1458.0,2820.0,5439.0,4657.0,1324.0,2571.0,1039.0,100.0,0.0,0.0,0.0,5.0,11.0,21.0,18.0,5.0,10.0,4.0,98146
20418.0,20418.0,0.0,0.0,0.0,59693.0,52787.0,466000.0,196.0,703.0,1168.0,3208.0,884.0,6118.0,4999.0,100.0,0.0,0.0,0.0,0.0,3.0,5.0,15.0,4.0,29.0,24.0,98112
39168.0,39168.0,0.0,0.0,0.0,40246.0,26214.0,370500.0,245.0,710.0,3124.0,13680.0,2275.0,9031.0,6312.0,100.0,0.0,0.0,0.0,0.0,1.0,7.0,34.0,5.0,23.0,16.0,98105
26819.0,26793.0,0.0,0.0,26.0,42758.0,23242.0,178000.0,1175.0,1840.0,5582.0,5846.0,1670.0,3749.0,965.0,99.0,0.0,0.0,0.0,4.0,6.0,20.0,21.0,6.0,13.0,3.0,98055
6936.0,1894.0,0.0,79.0,4963.0,66841.0,33053.0,264900.0,90.0,410.0,955.0,1474.0,417.0,1153.0,308.0,27.0,0.0,1.0,71.0,1.0,5.0,13.0,21.0,6.0,16.0,4.0,98014
28497.0,27197.0,0.0,0.0,1300.0,91146.0,41838.0,356600.0,87.0,618.0,2195.0,3842.0,1503.0,6969.0,3970.0,95.0,0.0,0.0,4.0,0.0,2.0,7.0,13.0,5.0,24.0,13.0,98029
30412.0,30412.0,0.0,0.0,0.0,41097.0,19048.0,143500.0,1708.0,3402.0,7198.0,5636.0,1610.0,2087.0,740.0,100.0,0.0,0.0,0.0,5.0,11.0,23.0,18.0,5.0,6.0,2.0,98168
35549.0,34428.0,0.0,105.0,1016.0,82922.0,37695.0,342200.0,334.0,1235.0,4183.0,5980.0,1902.0,7516.0,3392.0,96.0,0.0,0.0,2.0,0.0,3.0,11.0,16.0,5.0,21.0,9.0,98072
3710.0,0.0,2296.0,0.0,1414.0,60658.0,24746.0,206600.0,74.0,250.0,655.0,732.0,196.0,599.0,186.0,0.0,61.0,0.0,38.0,1.0,6.0,17.0,19.0,5.0,16.0,5.0,98065
18829.0,18829.0,0.0,0.0,0.0,65514.0,35408.0,299400.0,166.0,871.0,2275.0,3334.0,858.0,4812.0,2371.0,100.0,0.0,0.0,0.0,0.0,4.0,12.0,17.0,4.0,25.0,12.0,98177
13777.0,0.0,11176.0,0.0,2601.0,65674.0,27570.0,235900.0,182.0,869.0,2393.0,2829.0,675.0,2130.0,871.0,0.0,81.0,0.0,18.0,1.0,6.0,17.0,20.0,4.0,15.0,6.0,98045
19493.0,19493.0,0.0,0.0,0.0,49222.0,40315.0,402400.0,159.0,558.0,1965.0,4733.0,1055.0,5985.0,3225.0,100.0,0.0,0.0,0.0,0.0,2.0,10.0,24.0,5.0,30.0,16.0,98119
30185.0,30185.0,0.0,0.0,0.0,69073.0,43558.0,297900.0,218.0,1078.0,3703.0,6090.0,1665.0,8331.0,3527.0,100.0,0.0,0.0,0.0,0.0,3.0,12.0,20.0,5.0,27.0,11.0,98033
30905.0,30894.0,0.0,0.0,11.0,36991.0,18741.0,141500.0,1114.0,3502.0,7859.0,6080.0,1629.0,1903.0,785.0,99.0,0.0,0.0,0.0,3.0,11.0,25.0,19.0,5.0,6.0,2.0,98002
22269.0,22219.0,0.0,0.0,50.0,40618.0,22672.0,162500.0,963.0,2026.0,5380.0,4548.0,1367.0,2361.0,640.0,99.0,0.0,0.0,0.0,4.0,9.0,24.0,20.0,6.0,10.0,2.0,98188
10123.0,0.0,0.0,150.0,9973.0,58261.0,31983.0,268600.0,113.0,383.0,1201.0,1978.0,482.0,2190.0,1435.0,0.0,0.0,1.0,98.0,1.0,3.0,11.0,19.0,4.0,21.0,14.0,98070
34926.0,34926.0,0.0,0.0,0.0,42400.0,25771.0,225900.0,776.0,1869.0,5575.0,7163.0,2093.0,7266.0,4482.0,100.0,0.0,0.0,0.0,2.0,5.0,15.0,20.0,5.0,20.0,12.0,98125
17150.0,17150.0,0.0,0.0,0.0,60173.0,36019.0,343500.0,352.0,614.0,1878.0,3062.0,833.0,4592.0,2798.0,100.0,0.0,0.0,0.0,2.0,3.0,10.0,17.0,4.0,26.0,16.0,98005
42011.0,42011.0,0.0,0.0,0.0,49044.0,33122.0,279200.0,380.0,1261.0,4114.0,7100.0,2495.0,14271.0,7384.0,100.0,0.0,0.0,0.0,0.0,3.0,9.0,16.0,5.0,33.0,17.0,98103
22453.0,17050.0,0.0,86.0,5317.0,68180.0,26547.0,212100.0,281.0,1054.0,3399.0,4646.0,1486.0,3474.0,1065.0,75.0,0.0,0.0,23.0,1.0,4.0,15.0,20.0,6.0,15.0,4.0,98038
33807.0,33697.0,0.0,0.0,110.0,46628.0,22518.0,171300.0,1119.0,3169.0,7048.0,7517.0,2064.0,3400.0,1379.0,99.0,0.0,0.0,0.0,3.0,9.0,20.0,22.0,6.0,10.0,4.0,98198
29868.0,29868.0,0.0,0.0,0.0,55777.0,30936.0,254000.0,491.0,1563.0,4140.0,5615.0,1685.0,7744.0,3544.0,100.0,0.0,0.0,0.0,1.0,5.0,13.0,18.0,5.0,25.0,11.0,98117
24363.0,24363.0,0.0,0.0,0.0,53608.0,26721.0,209600.0,736.0,1455.0,4596.0,4977.0,1451.0,4476.0,1262.0,100.0,0.0,0.0,0.0,3.0,5.0,18.0,20.0,5.0,18.0,5.0,98056
3037.0,3037.0,0.0,0.0,0.0,132665.0,81926.0,790300.0,4.0,51.0,160.0,359.0,71.0,933.0,634.0,100.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,2.0,30.0,20.0,98039
28181.0,24581.0,0.0,14.0,3586.0,61361.0,28696.0,215200.0,661.0,1733.0,4833.0,5624.0,1891.0,4832.0,1633.0,87.0,0.0,0.0,12.0,2.0,6.0,17.0,19.0,6.0,17.0,5.0,98059
40127.0,40127.0,0.0,0.0,0.0,60043.0,29747.0,239900.0,481.0,1760.0,5753.0,8708.0,2515.0,8280.0,3364.0,100.0,0.0,0.0,0.0,1.0,4.0,14.0,21.0,6.0,20.0,8.0,98034
42614.0,42614.0,0.0,0.0,0.0,43027.0,21092.0,166800.0,921.0,3690.0,8767.0,8626.0,2850.0,4535.0,1749.0,100.0,0.0,0.0,0.0,2.0,8.0,20.0,20.0,6.0,10.0,4.0,98003
28756.0,28422.0,0.0,0.0,334.0,42042.0,21327.0,161500.0,1220.0,2530.0,6100.0,5824.0,1683.0,3236.0,1226.0,98.0,0.0,0.0,1.0,4.0,8.0,21.0,20.0,5.0,11.0,4.0,98032
20163.0,20163.0,0.0,0.0,0.0,50310.0,28904.0,235200.0,508.0,1218.0,3864.0,3986.0,1319.0,3368.0,1541.0,100.0,0.0,0.0,0.0,2.0,6.0,19.0,19.0,6.0,16.0,7.0,98166
19287.0,19287.0,0.0,0.0,0.0,59542.0,37754.0,363400.0,171.0,479.0,1981.0,4042.0,869.0,5676.0,2826.0,100.0,0.0,0.0,0.0,0.0,2.0,10.0,20.0,4.0,29.0,14.0,98199
20815.0,20815.0,0.0,0.0,0.0,54563.0,37506.0,286600.0,339.0,707.0,3325.0,4152.0,1236.0,5369.0,2705.0,100.0,0.0,0.0,0.0,1.0,3.0,15.0,19.0,5.0,25.0,12.0,98116
28985.0,28985.0,0.0,0.0,0.0,32085.0,26501.0,286400.0,1246.0,2295.0,3833.0,6517.0,1903.0,6399.0,2878.0,100.0,0.0,0.0,0.0,4.0,7.0,13.0,22.0,6.0,22.0,9.0,98122
16090.0,16090.0,0.0,0.0,0.0,49531.0,41474.0,433500.0,131.0,375.0,1635.0,3201.0,1059.0,5860.0,2556.0,100.0,0.0,0.0,0.0,0.0,2.0,10.0,19.0,6.0,36.0,15.0,98109
21376.0,21376.0,0.0,0.0,0.0,38413.0,17087.0,174400.0,2481.0,2505.0,4271.0,3101.0,998.0,1999.0,591.0,100.0,0.0,0.0,0.0,11.0,11.0,19.0,14.0,4.0,9.0,2.0,98108
50138.0,50138.0,0.0,0.0,0.0,68923.0,36862.0,279400.0,790.0,1888.0,4670.0,9050.0,2946.0,13623.0,5865.0,100.0,0.0,0.0,0.0,1.0,3.0,9.0,18.0,5.0,27.0,11.0,98052
23106.0,23106.0,0.0,0.0,0.0,40815.0,17407.0,157600.0,1703.0,2098.0,4027.0,4394.0,1355.0,2497.0,758.0,100.0,0.0,0.0,0.0,7.0,9.0,17.0,19.0,5.0,10.0,3.0,98106
4435.0,3968.0,0.0,0.0,467.0,66709.0,26315.0,201100.0,109.0,304.0,905.0,926.0,212.0,427.0,193.0,89.0,0.0,0.0,10.0,2.0,6.0,20.0,20.0,4.0,9.0,4.0,98010
23490.0,23490.0,0.0,0.0,0.0,67391.0,34605.0,258000.0,499.0,1191.0,2796.0,4240.0,1492.0,5566.0,2563.0,100.0,0.0,0.0,0.0,2.0,5.0,11.0,18.0,6.0,23.0,10.0,98008
31050.0,29433.0,0.0,0.0,1617.0,96028.0,41052.0,349000.0,110.0,790.0,2483.0,4702.0,1520.0,7926.0,3443.0,94.0,0.0,0.0,5.0,0.0,2.0,7.0,15.0,4.0,25.0,11.0,98053
35140.0,35021.0,0.0,0.0,119.0,81929.0,41856.0,335900.0,212.0,865.0,3061.0,5361.0,1616.0,9604.0,5453.0,99.0,0.0,0.0,0.0,0.0,2.0,8.0,15.0,4.0,27.0,15.0,98006
23926.5,23298.0,0.0,0.0,0.0,56933.0,27639.5,239850.0,406.0,1213.0,3755.5,4638.0,1417.5,4822.0,2072.0,100.0,0.0,0.0,0.0,1.0,5.0,15.0,19.0,5.0,19.0,7.5,98074
23926.5,23298.0,0.0,0.0,0.0,56933.0,27639.5,239850.0,406.0,1213.0,3755.5,4638.0,1417.5,4822.0,2072.0,100.0,0.0,0.0,0.0,1.0,5.0,15.0,19.0,5.0,19.0,7.5,98077
23926.5,23298.0,0.0,0.0,0.0,56933.0,27639.5,239850.0,406.0,1213.0,3755.5,4638.0,1417.5,4822.0,2072.0,100.0,0.0,0.0,0.0,1.0,5.0,15.0,19.0,5.0,19.0,7.5,98030
23926.5,23298.0,0.0,0.0,0.0,56933.0,27639.5,239850.0,406.0,1213.0,3755.5,4638.0,1417.5,4822.0,2072.0,100.0,0.0,0.0,0.0,1.0,5.0,15.0,19.0,5.0,19.0,7.5,98075
